language_name,Polski
move_name_518,Water Pledge
move_name_519,Fire Pledge
move_name_520,Grass Pledge
move_name_521,Volt Switch
move_name_522,Struggle Bug
move_name_523,Bulldoze
move_name_524,Frost Breath
move_name_525,Dragon Tail
move_name_526,Work Up
move_name_527,Electroweb
move_name_528,Wild Charge
move_name_529,Drill Run
move_name_530,Dual Chop
move_name_531,Heart Stamp
move_name_532,Horn Leech
move_name_533,Sacred Sword
move_name_534,Razor Shell
move_name_535,Heat Crash
move_name_536,Leaf Tornado
move_name_537,Steamroller
move_name_538,Cotton Guard
move_name_539,Night Daze
move_name_540,Psystrike
move_name_541,Tail Slap
move_name_542,Hurricane
move_name_543,Head Charge
move_name_544,Gear Grind
move_name_545,Searing Shot
move_name_546,Techno Blast
move_name_548,Secret Sword
move_name_549,Glaciate
move_name_550,Bolt Strike
move_name_551,Blue Flare
move_name_552,Fiery Dance
move_name_553,Freeze Shock
move_name_554,Ice Burn
move_name_555,Snarl
move_name_556,Icicle Crash
move_name_557,V-Create
move_name_558,Fusion Flare
move_name_559,Fusion Bolt
move_name_560,Ride
move_name_564,Sticky Web
move_name_565,Fell Stinger
move_name_566,Phantom Force
move_name_568,Noble Roar
move_name_570,Parabolic Charge
move_name_572,Petal Blizzard
move_name_573,Freeze Dry
move_name_574,Disarming Voice
move_name_575,Parting Shot
move_name_577,Draining Kiss
move_name_580,Grassy Terrain
move_name_581,Misty Terrain
move_name_583,Play Rough
move_name_584,Fairy Wind
move_name_585,Moonblast
move_name_586,Boomburst
move_name_588,King's Shield
move_name_589,Play Nice
move_name_590,Confide
move_name_591,Diamond Storm
move_name_592,Steam Eruption
move_name_593,Hyperspace Hole
move_name_594,Water Shuriken
move_name_595,Mystical Fire
move_name_598,Eerie Impulse
move_name_599,Venom Drench
move_name_601,Geomancy
move_name_604,Electric Terrain
move_name_605,Dazzling Gleam
move_name_606,Celebrate
move_name_608,Baby-Doll Eyes
move_name_609,Nuzzle
move_name_610,Hold Back
move_name_611,Infestation
move_name_612,Power-Up Punch
move_name_613,Oblivion Wing
move_name_614,Thousand Arrows
move_name_615,Thousand Waves
move_name_616,Lands Wrath
move_name_617,Light Of Ruin
move_name_618,Origin Pulse
move_name_619,Precipice Blades
move_name_620,Dragon Ascent
move_name_621,Hyperspace Fury
move_name_659,Shore Up
move_name_660,First Impression
move_name_662,Spirit Shackle
move_name_663,Darkest Lariat
move_name_664,Sparkling Aria
move_name_665,Ice Hammer
move_name_667,High Horsepower
move_name_668,Strength Sap
move_name_669,Solar Blade
move_name_670,Leafage
move_name_672,Toxic Thread
move_name_674,Gear Up
move_name_676,Pollen Puff
move_name_677,Anchor Shot
move_name_678,Psychic Terrain
move_name_679,Lunge
move_name_680,Fire Lash
move_name_681,Power Trip
move_name_682,Burn Up
move_name_684,Smart Strike
move_name_686,Revelation Dance
move_name_688,Trop Kick
move_name_691,Clanging Scales
move_name_692,Dragon Hammer
move_name_693,Brutal Swing
move_name_705,Fleur Cannon
move_name_706,Psychic Fangs
move_name_708,Shadow Bone
move_name_709,Accelerock
move_name_710,Liquidation
move_name_711,Prismatic Laser
move_name_715,Tearful Look
move_name_716,Zing Zap
move_name_717,Natures Madness
move_name_749,Tar Shot
move_name_790,Strange Steam
move_name_796,Steel Beam
move_name_797,Rage Fist

[GameMode Moves]
move_name_1000,ESW954e8t4721GI
move_name_1001,Pulsujący Szum
move_name_1002,Paląca Mgła
move_name_1003,Ostry Szpic
move_name_1004,Cyber Crush
move_name_1005,Gaz Rozweselający
move_name_1006,Miasma
move_name_1007,Shock Smog
move_name_1008,Bass Tremor
move_name_1009,3-D Attack
move_name_1010,Dziwna Fala
move_name_1011,Dice Roll
move_name_1012,Twig Slap
move_name_1013,Growl
move_name_1014,Hyper Voice
move_name_1015,Roar
move_name_1016,Screech
move_name_1017,Sing
move_name_1018,Sonic Boom
move_name_1019,Supersonic
move_name_1020,Dizzy Punch
move_name_1021,Double Slap
move_name_1022,Poison Gas
move_name_1023,Smog
move_name_1024,Smokescreen
move_name_1025,Aeroblast
move_name_1026,Air Slash
move_name_1027,Gust
move_name_1028,Haze
move_name_1029,Mist
move_name_1030,Razor Wind
move_name_1031,Twister
move_name_1032,Whirlwind
move_name_1033,Barrage
move_name_1034,Egg Bomb
move_name_1035,Seed Bomb
move_name_1036,Wood Hammer
move_name_1037,Conversion
move_name_1038,Disable
move_name_1039,Leer
move_name_1040,Metronome
move_name_1041,Mimic
move_name_1042,Minimize
move_name_1043,Mirror Move
move_name_1044,Recover
move_name_1045,Sharpen
move_name_1046,Substitute
move_name_1047,Transform
move_name_1048,Tri Attack
move_name_1049,Cut
move_name_1050,Flash
move_name_1051,Waterfall
move_name_1052,False Swipe
move_name_1053,Leech Life
------
Move Descriptions:
move_desc_1000,???
move_desc_1001,The user attacks the target with a pulsing blast of sound. It may also confuse the target.
move_desc_1002,The user uses the underhanded tactic of spraying mist into the target eyes. This may also leave the target burned.
move_desc_1003,The user somehow sharpens a body part and attacks the target with it.
move_desc_1004,The user creates a crushing field of digital data around the target.
move_desc_1005,The user blasts the target with a strange gas. This also lowers the target's Attack and Special Attack stats.
move_desc_1006,The user expels a nauseating gas cloud, which deals damage and may lower the target's Defense stat.
move_desc_1007,The user strikes the target with a blast of toxic smog. This may also leave the target with paralysis.
move_desc_1008,The user makes a powerful low-pitched sound, which shakes the ground around the target. It does double damage to targets that are underground.
move_desc_1009,The user distracts the target with digital visuals, allowing the user to hit the target three times in a row.
move_desc_1010,The user blasts strange waves to the target, which hurt it and may decrease its Special Attack stat.
move_desc_1011,The user attacks the target using unpredictable movements. This may inflict a random status effect on the target.
move_desc_1012,The user slaps the target 2 to 5 times with a twig or other small stick-like object.

move_desc_1051,The user charges at the target and may make it flinch.
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
Trainer (Sub-)Classes:
TrainerClass_Beauty,Beauty
TrainerClass_Biker,Biker
TrainerClass_BirdKeeper,Bird Keeper
TrainerClass_Blackbelt,Blackbelt
TrainerClass_BugCatcher,Bug Catcher
TrainerClass_Burglar,Burglar
TrainerClass_Champion,Champion
TrainerClass_Channeler,Channeler
TrainerClass_CoolTrainer_Female,Cool Trainer♀
TrainerClass_CoolTrainer_Male,Cool Trainer♂
TrainerClass_CueBall,Cue Ball
TrainerClass_Developer,Developer
TrainerClass_EliteFour,Elite Four
TrainerClass_ExGrunt,Ex-Grunt
TrainerClass_Fisherman,Fisherman
TrainerClass_Gambler,Gambler
TrainerClass_Gentleman,Gentleman
TrainerClass_GymLeader,Gym Leader
TrainerClass_Hiker,Hiker
TrainerClass_JrTrainer_Female,Jr. Trainer♀
TrainerClass_JrTrainer_Male,Jr. Trainer♂
TrainerClass_Juggler,Juggler
TrainerClass_Lass,Lass
TrainerClass_Lifeguard,Lifeguard
TrainerClass_NormalTrainer,Normal Trainer
TrainerClass_Palette,Palette
TrainerClass_PokeManiac,PokéManiac
TrainerClass_Rival,Rival
TrainerClass_Rocker,Rocker
TrainerClass_RocketGrunt,Rocket Grunt
TrainerClass_RocketScientist,Rocket Scientist
TrainerClass_RocketLeader,Rocket Leader
TrainerClass_Sailor,Sailor
TrainerClass_Scientist,Scientist
TrainerClass_SuperNerd,Super Nerd
TrainerClass_Swimmer_Male,Swimmer♂
TrainerClass_Swimmer_Female,Swimmer♀
TrainerClass_Tamer,Tamer
TrainerClass_Telekinetic,Telekinetic
TrainerClass_Youngster,Youngster

-----
Story Localization:

[Game Intro]
NewGameIntro_1,H-hello?! You must be new~here.*Welcome to the region of~Rijon!*I am Timothy, but there are~some who call me Tim.*I am this region's Pokémon~Tutor.
NewGameIntro_2,This is a Pokémon.~There are a lot of these in~the Rijon area.
NewGameIntro_3,I research these creatures~as my profession.*They have special capabilities~for fighting, but can be~raised as tame household pets.*Oh, where are my manners?~What should I call you?
NewGameIntro_4,<Player.Name>?*A most unusual name.~I've never heard it before!*Well, it turns out that you~actually live close by!*My laboratory is in Gravel~Town, just south of where you~live.*Stop by when you can.~I have something wonderful to~show you! See you soon!

NewGameIntro_NewNameOption,-Nowe-

[Generic Tokens]
Generic_TV_Movie,Film "Strażnicy Naljo".*Oparty na mitologii Naljo!
Generic_Bookshelf_PokemonBooks,Pełno książek o Pokémonach!
Generic_TownMap,Mapa Rijonu.
Generic_Bed_Question,It's a bed.~Would you like to rest?
Generic_Bed_Refreshed_NoPokemon,You wake up feeling refreshed!
Generic_Bed_Refreshed_Pokemon,You and your Pokémon wake up~feeling refreshed!
Generic_HealPlatform_Start,This seems like a sweet spot~to take a break...
Generic_HealPlatform_End,<Player.Name>'s Pokémon are~fully healed!

Generic_PokeCenter_NurseJoy_Question_NightDay,Hello, and welcome to our~Pokémon Center!*We heal your Pokémon back to~perfect health!
Generic_PokeCenter_NurseJoy_Question_Morning,Good morning! Welcome to our~Pokémon Center!*We heal your Pokémon back to~perfect health!
Generic_PokeCenter_NurseJoy_Question_Evening,Good evening! Welcome to our~Pokémon Center!*We heal your Pokémon back to~perfect health!
Generic_PokeCenter_NurseJoy_Heal,Heal
Generic_PokeCenter_NurseJoy_AnswerCancel,We hope to see you again!
Generic_PokeCenter_NurseJoy_AnswerHeal,Okay. We'll need your Pokémon.
Generic_PokeCenter_NurseJoy_HealedParty,Thank you!~Your Pokémon are fighting fit!*We hope to see you again!

Generic_PokeMart_Clerk_Question,Dzień dobry!~W czym mogę pomóc?
Generic_PokeMart_Clerk_AfterQuit,Thank you! Come again!
Generic_PokeMart_Store,Sklep
Generic_PokeMart_Quit,Wyjdź
Generic_PokeMart_Shelves,Wow! Tons of Pokémon stuff!
Generic_PokeMart_MerchBins,Many Pokémon plushies are~lying in the bin.*Is that a Pikachu Doll and~a Weedle Doll?
Generic_PokeMart_LockedCabinets,Several action figures can~be seen.*The tag on them says:~"Pokéstar Studios".

Generic_Sign_PokeMart,All your item needs fulfilled!~Pokémon Mart
Generic_Sign_PokeCenter,Heal your Pokémon!~Pokémon Center

Generic_PC_NoInteract,Teraz nie możesz skorzystać~z komputera.
Generic_PC_BootUp,Trwa uruchamianie komputera...*Wybierz hosta, z którym chcesz~się połączyć.
Generic_PC_ChooseHost,Wybierz hosta, z którym chcesz~się połączyć.
Generic_PC_Host_StorageSystem,Komputer Billa
Generic_PC_Host_Mailbox,Skrzynka odbiorcza
Generic_PC_Host_DexEvaluation,Komputer Tima
Generic_PC_Host_HallOfFame,Liga Rijon
Generic_PC_Host_Decoration,Dekoracje
Generic_PC_LogOff,Wyloguj się
Generic_PC_DexEvaluation_Start,Accessed Prof. Tim's PC.*Accessed Pokédex Rating~System.*Do you want to get your~Pokédex rated?
Generic_PC_DexEvaluation_Start,Zalogowano się do komputera~profesora Tima.*Uzyskano dostęp do Systemu~Oceniania Pokédeksu.*Czy chcesz otrzymać ocenę~swojego Pokédeksu?
Generic_PC_DexEvaluation_End,Zamknięto połączenie z komputerem~profesora Tima.
Generic_PC_Decoration_Start,How do you want to customize~your room?

Generic_ReceivePokemon,<Player.Name> received~a <pokemon.name(<pokemon.count>-1)>!
Generic_ReceiveAnPokemon,<Player.Name> received~an <pokemon.name(<pokemon.count>-1)>!
Generic_PokemonToPC,There's no more room for~Pokémon!*<pokemon.nickname(<pokemon.count>-1)> was transfered~to the PC.

[Follower Pokémon Interations]
FollowerInteraction_Music_PlayerRoomMusic1,<name> is moving~around the room.
FollowerInteraction_Music_PlayerRoomMusic2,<name> is happy to~be home!
FollowerInteraction_Music_Nike1,<name> is dancing~energetically to the music!
FollowerInteraction_Music_PlayIt,<name> is singing~along with the melody of~the music!
FollowerInteraction_Music_Pr0ndiskOutro,<name> is bopping to~the beat of the music!
FollowerInteraction_Music_Worship,<name> is swaying back~and forth to the music!
FollowerInteraction_Music_Breeze,<name> is proud of how~far you've come on~your journey!
FollowerInteraction_Music_Path,The music makes <name>~excited to go outside!
FollowerInteraction_Music_Sorrow,<name> is thinking about~Alex and JappaWakka.

FollowerInteraction_Gyms1,<name> is very eager~to battle!
FollowerInteraction_Gyms2,<name> is composed~and very sure of itself.
FollowerInteraction_Gyms_Moraga,<name> is extending~its vines and wrapping~itself in them!*Seems like fun!
FollowerInteraction_Gyms_Azalea,<name> began to~scuttle around!

FollowerInteraction_PlayerHouse_LivingRoom,<name> greeted your~mom.
FollowerInteraction_Seashore1,<name> has a flower~petal on its face!
FollowerInteraction_Seashore2,<name> stretched out~and relaxed!

FollowerInteraction_SeaCityOrRoute1,<name> is staring~at the sea.
FollowerInteraction_SeaCityOrRoute2,<name> is listening~to the sound of the waves.

FollowerInteraction_TimsLab,<name> is fidgeting~in front of everyone.

FollowerInteraction_Blackboard,<name> stares intently~at the blackboard, but doesn't~seem to get it.

FollowerInteraction_HauntedForest1,A strange sound is coming~from <name>!
FollowerInteraction_HauntedForest2,<name> started spinning~around in circles.
FollowerInteraction_HauntedForest3,<name> isn’t moving.
FollowerInteraction_HauntedForest4,<name> looks very~interested.
FollowerInteraction_HauntedForest5,<name> is staring~intently at nothing.
FollowerInteraction_HauntedForest6,<name> is having~fun swaying back and forth.
FollowerInteraction_HauntedForest7,<name> is feeling~an unusual presence.

FollowerInteraction_SlowpokeWell1,<name> seems very~happy!
FollowerInteraction_SlowpokeWell2,<name> doesn't like~splashing around on~the ground...
FollowerInteraction_SlowpokeWell3,<name> seems very~unhappy to be wet...
FollowerInteraction_SlowpokeWell4,<name> seems very~happy and is jumping around!
FollowerInteraction_SlowpokeWell5,<name> is cautious~about the confined~area!

FollowerInteraction_Forest1,<name> is looking~around restlessly at~the forest.
FollowerInteraction_Forest2,<name> is wandering~around enjoying the~forest scenery.
FollowerInteraction_Forest3,<name> is clinging~to the tree!

FollowerInteraction_CastroForest,<name> danced around~happily!

FollowerInteraction_IlexForest1,<name> felt curious~about the shrine.
FollowerInteraction_IlexForest2,<name> is dancing~around happily!
FollowerInteraction_IlexForest3,<name> is happily~waving its stick around~and singing!

FollowerInteraction_NationsBurgers,<name> is drooling~a little.

FollowerInteraction_FinalDungeon1,<name> is trembling!
FollowerInteraction_FinalDungeon2,<name> is nervous.

FollowerInteraction_MtBoulder1,Woah! A cold wind suddenly~blew! And now it looks~happy?
FollowerInteraction_MtBoulder2,<name> is cheerful~because of the cold!
FollowerInteraction_MtBoulder3,<name> is cheering~happily because of~the cold!
FollowerInteraction_MtBoulder4,<name> just looks~so very happy!
FollowerInteraction_MtBoulder5,<name> seems unhappy~about the cold...
FollowerInteraction_MtBoulder6,<name> made its body~slightly smaller because~of the cold...
FollowerInteraction_MtBoulder7,<name> constantly~shivers.
FollowerInteraction_MtBoulder8,<name> is walking~along cautiously.

FollowerInteraction_FirstRoutes1,<name> wiggled~its vine!
FollowerInteraction_FirstRoutes2,<name> flared~its fiery tail!
FollowerInteraction_FirstRoutes3,<name> slid~around in its shell!

FollowerInteraction_Route65,<name> is focused~with a sharp gaze!
FollowerInteraction_LeagueExterior,<name> is staring~straight at the~Pokémon League.

FollowerInteraction_PokeMart,<name> is surveying~the shelves restlessly.

FollowerInteraction_MadameRenifler_Bridge1,<name> is swaying~with the ship!
FollowerInteraction_MadameRenifler_Bridge2,<name> seems happy~at the sight of water~through the window!
FollowerInteraction_MadameRenifler_Bridge3,<name> doesn't~want to get off the~boat yet!

FollowerInteraction_PowerPlant1,<name> seems to be~very happy!
FollowerInteraction_PowerPlant2,<name> had fun~dancing a dance!
FollowerInteraction_PowerPlant3,<name> is so happy,~it began to dance!
FollowerInteraction_PowerPlant4,<name> is so happy,~it started dancing!
FollowerInteraction_PowerPlant5,<name> seems to want to~touch the machine!

FollowerInteraction_Caves1,<name> is happily~digging into the ground!
FollowerInteraction_Caves2,<name> is happily~digging itself into~the ground!
FollowerInteraction_Caves3,<name> is having fun~rolling around!
FollowerInteraction_Caves4,<name> started~grinding at the rocks!
FollowerInteraction_Caves5,<name> is having~fun hitting rocks together!
FollowerInteraction_Caves6,<name> started~pounding the ground flat!

FollowerInteraction_EliteFour1,<name> sent out~a bundle of leaves and~looked eager!
FollowerInteraction_EliteFour2,<name> blew out~a plume of fire and~looked eager!
FollowerInteraction_EliteFour3,<name> shoot out~a jet of water and~looked eager!

[PC Decorations]
PC_Decorations_RemoveQuestion,Which item should be removed?
PC_Decorations_Placed,Placed the item.
PC_Decorations_Removed,Removed the item.
PC_Decorations_Remove,Remove Items
PC_Decorations_Item_SniffCat,Framed SniffCat
PC_Decorations_Item_DJSet,Alex's DJ Set
PC_Decorations_Item_LeagueTrophy,League Trophy
PC_Decorations_Item_DexDiploma,Pokédex Diploma
PC_Decorations_Item_SurfingPikachuDoll,Surfing Pikachu Doll
PC_Decorations_Item_PottedPlant,Potted Plant
PC_Decorations_Item_SquirtleDoll,Squirtle Doll

[Decoration Item Receive Messages]
DecorationItem_Received_LeagueTrophy,Eye of the Tiger*Decoration Received:~League Trophy~~Add it to your room with the PC!
DecorationItem_Received_DexDiploma,Completionist*Decoration Received:~Pokédex Diploma~~Add it to your room with the PC!
DecorationItem_Received_SurfingPikachuDoll,Mom Loves You*Decoration Received:~Surfing Pikachu Doll~~Add it to your room with the PC!
DecorationItem_Received_PottedPlant,Welcome to the Jungle*Decoration Received:~Potted Plant~~Add it to your room with the PC!
