language_name,Deutsch
item_desc_658,Turning on this special device will allow all the Pokémon on your team to receive Exp. Points from battles.

[GameMode Items]
item_desc_gm0,The pizza that Tim ordered. Better give it to him before it gets cold!
item_desc_gm1,A peculiar stone that can make certain species of Pokémon evolve that would normally need to be traded.
item_desc_gm2,It seems someone has lost this amulet. The owner probably wants it back.
item_desc_gm3,A shiny red orb. Someone might give you something in exchange for it.
item_desc_gm4,A shiny blue orb. Someone might give you something in exchange for it.
item_desc_gm5,A shiny green orb. Someone might give you something in exchange for it.
item_desc_gm6,Strange artifact used to ban MissingNo.
item_desc_gm7,An alcoholic beverage with a strong smell. When consumed by a Pokémon, it restores 30 HP.
item_desc_gm8,A very convenient map that can be viewed anytime. It even shows your present location.
item_desc_gm9,A flute that is said to instantly awaken any Pokémon. It has a lovely tone.
item_desc_gm10,A special stone that is said to break spells. It emits a blue glow.
item_desc_gm11,One of seven hidden treasures!
item_desc_gm12,One of seven hidden treasures!
item_desc_gm13,One of seven hidden treasures!
item_desc_gm14,One of seven hidden treasures!
item_desc_gm15,One of seven hidden treasures!
item_desc_gm16,One of seven hidden treasures!
item_desc_gm17,One of seven hidden treasures!
item_desc_gm18,A special wand that can make certain species of Pokémon evolve.
item_desc_gm73,Sky-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm74,Eevee-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm75,Flower-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm76,Dratini-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm77,Heart-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm78,Mew-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm79,Ditto-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm80,Natu-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm81,Mail featuring the holder's likeness. Write a message on it and let a Pokémon hold it.
item_desc_gm82,Lapras-print Mail. Write a message on it and let a Pokémon hold it.

item_desc_gm84,A crown shaped rock that can make certain species of Pokémon evolve.
item_desc_gm85,It is a special metallic film that can make certain species of Pokémon evolve.
item_desc_gm86,A protective item of some sort that can evolve a certain species of Pokémon. It is extremely stiff and heavy.
item_desc_gm87,A box packed with a tremendous amount of electric energy that can evolve a certain species of Pokémon.
item_desc_gm88,A box packed with a tremendous amount of magma energy that can evolve a certain species of Pokémon.
item_desc_gm89,A transparent device somehow filled with all sorts of data that can evolve a certain Pokémon. It was produced by Silph Co.
item_desc_gm90,A transparent device overflowing with dubious data that can evolve a certain Pokémon. Its producer is unknown.
item_desc_gm91,A sharply hooked claw that can evolve a certain species of Pokémon.
item_desc_gm92,A sharp fang that can evolve a certain species of Pokémon.
item_desc_gm93,A very tough and inflexible scale. It can make a certain species of Pokémon evolve.
item_desc_gm94,An item to be held by a Pokémon. It makes the holder earn extra Exp. Points in battle as if it was traded.
----
Item Use Text:
item_cannot_use,<Player.Name>: Hmm... I don't think~I can use this now.
item_6_cannot_walk,<Player.Name>: I can't dismount~here!
item_6_missingskin,You can't use this item~without a bicycle skin.*Its name should be the~same as your current one,~but with "_bike" at the end.
item_6_only_custom_gamemodes,This item can't be used~on this GameMode.

[Official Items]
item_use_6,<Player.Name> stepped~off the Bicycle.
item_use_54,Your Coins:~
item_use_658_disable,The Exp. All was turned off.
item_use_658_enable,The Exp. All was turned on.

[GameMode Items]
Item_Use_TownMap,<Player.Name> checked the~Town Map.
Item_Use_PokeFlute,<Player.Name> played the~PokéFlute.
Item_Use_HiddenTreasures,<Player.Name>: What could this~item be?*It looks important.~I should find an expert!
-------------------
Move Names:
move_name_1,Pfund
move_name_2,Karateschlag
move_name_3,Duplexhieb
move_name_4,Kometenhieb
move_name_5,Megahieb
move_name_6,Zahltag
move_name_7,Feuerschlag
move_name_8,Eishieb
move_name_9,Donnerschlag
move_name_10,Kratzer
move_name_11,Klammer
move_name_12,Guillotine
move_name_13,Klingensturm
move_name_14,Schwerttanz
move_name_15,Zerschneider
move_name_16,Windstoß
move_name_17,Flügelschlag
move_name_18,Wirbelwind
move_name_19,Fliegen
move_name_20,Klammergriff
move_name_21,Slam
move_name_22,Rankenhieb
move_name_23,Stampfer
move_name_24,Doppelkick
move_name_25,Megakick
move_name_26,Sprungkick
move_name_27,Fegekick
move_name_28,Sandwirbel
move_name_29,Kopfnuss
move_name_30,Hornattacke
move_name_31,Furienschlag
move_name_32,Hornbohrer
move_name_33,Tackle
move_name_34,Bodyslam
move_name_35,Wickel
move_name_36,Bodycheck
move_name_37,Fuchtler
move_name_38,Risikotackle
move_name_39,Rutenschlag
move_name_40,Giftstachel
move_name_41,Duonadel
move_name_42,Nadelrakete
move_name_43,Silberblick
move_name_44,Biss
move_name_45,Heuler
move_name_46,Brüller
move_name_47,Gesang
move_name_48,Superschall
move_name_49,Ultraschall
move_name_50,Aussetzer
move_name_51,Säure
move_name_52,Glut
move_name_53,Flammenwurf
move_name_54,Weißnebel
move_name_55,Aquaknarre
move_name_56,Hydropumpe
move_name_57,Surfer
move_name_58,Eisstrahl
move_name_59,Blizzard
move_name_60,Psystrahl
move_name_61,Blubbstrahl
move_name_62,Aurorastrahl
move_name_63,Hyperstrahl
move_name_64,Schnabel
move_name_65,Bohrschnabel
move_name_66,Überroller
move_name_67,Fußkick
move_name_68,Konter
move_name_69,Geowurf
move_name_70,Stärke
move_name_71,Absorber
move_name_72,Megasauger
move_name_73,Egelsamen
move_name_74,Wachstum
move_name_75,Rasierblatt
move_name_76,Solarstrahl
move_name_77,Giftpuder
move_name_78,Stachelspore
move_name_79,Schlafpuder
move_name_80,Blättertanz
move_name_81,Fadenschuss
move_name_82,Drachenwut
move_name_83,Feuerwirbel
move_name_84,Donnerschock
move_name_85,Donnerblitz
move_name_86,Donnerwelle
move_name_87,Donner
move_name_88,Steinwurf
move_name_89,Erdbeben
move_name_90,Geofissur
move_name_91,Schaufler
move_name_92,Toxin
move_name_93,Konfusion
move_name_94,Psychokinese
move_name_95,Hypnose
move_name_96,Meditation
move_name_97,Agilität
move_name_98,Ruckzuckhieb
move_name_99,Raserei
move_name_100,Teleport
move_name_101,Nachtnebel
move_name_102,Mimikry
move_name_103,Kreideschrei
move_name_104,Doppelteam
move_name_105,Genesung
move_name_106,Härtner
move_name_107,Komprimator
move_name_108,Rauchwolke
move_name_109,Konfustrahl
move_name_110,Panzerschutz
move_name_111,Einigler
move_name_112,Barriere
move_name_113,Lichtschild
move_name_114,Dunkelnebel
move_name_115,Reflektor
move_name_116,Energiefokus
move_name_117,Geduld
move_name_118,Metronom
move_name_119,Spiegeltrick
move_name_120,Finale
move_name_121,Eierbombe
move_name_122,Schlecker
move_name_123,Smog
move_name_124,Schlammbad
move_name_125,Knochenkeule
move_name_126,Feuersturm
move_name_127,Kaskade
move_name_128,Schnapper
move_name_129,Sternschauer
move_name_130,Schädelwumme
move_name_131,Dornkanone
move_name_132,Umklammerung
move_name_133,Amnesie
move_name_134,Psykraft
move_name_135,Weichei
move_name_136,Turmkick
move_name_137,Giftblick
move_name_138,Traumfresser
move_name_139,Giftwolke
move_name_140,Stakkato
move_name_141,Blutsauger
move_name_142,Todeskuss
move_name_143,Himmelsfeger
move_name_144,Wandler
move_name_145,Blubber
move_name_146,Irrschlag
move_name_147,Pilzspore
move_name_148,Blitz
move_name_149,Psywelle
move_name_150,Platscher
move_name_151,Säurepanzer
move_name_152,Krabbhammer
move_name_153,Explosion
move_name_154,Kratzfurie
move_name_155,Knochmerang
move_name_156,Erholung
move_name_157,Steinhagel
move_name_158,Hyperzahn
move_name_159,Schärfer
move_name_160,Umwandlung
move_name_161,Triplette
move_name_162,Superzahn
move_name_163,Schlitzer
move_name_164,Delegator
move_name_165,Verzweifler
move_name_166,Nachahmer
move_name_167,Dreifachkick
move_name_168,Raub
move_name_169,Spinnennetz
move_name_170,Willensleser
move_name_171,Nachtmahr
move_name_172,Flammenrad
move_name_173,Schnarcher
move_name_174,Fluch
move_name_175,Dreschflegel
move_name_176,Umwandlung2
move_name_177,Luftstoß
move_name_178,Baumwollsaat
move_name_179,Gegenschlag
move_name_180,Groll
move_name_181,Pulverschnee
move_name_182,Schutzschild
move_name_183,Tempohieb
move_name_184,Grimasse
move_name_185,Finte
move_name_186,Bitterkuss
move_name_187,Bauchtrommel
move_name_188,Matschbombe
move_name_189,Lehmschelle
move_name_190,Octazooka
move_name_191,Stachler
move_name_192,Blitzkanone
move_name_193,Gesichte
move_name_194,Abgangsbund
move_name_195,Abgesang
move_name_196,Eissturm
move_name_197,Scanner
move_name_198,Knochenhatz
move_name_199,Zielschuss
move_name_200,Wutanfall
move_name_201,Sandsturm
move_name_202,Gigasauger
move_name_203,Ausdauer
move_name_204,Charme
move_name_205,Walzer
move_name_206,Trugschlag
move_name_207,Angeberei
move_name_208,Milchgetränk
move_name_209,Funkensprung
move_name_210,Zornklinge
move_name_211,Stahlflügel
move_name_212,Horrorblick
move_name_213,Anziehung
move_name_214,Schlafrede
move_name_215,Vitalglocke
move_name_216,Rückkehr
move_name_217,Geschenk
move_name_218,Frustration
move_name_219,Bodyguard
move_name_220,Leidteiler
move_name_221,Läuterfeuer
move_name_222,Intensität
move_name_223,Wuchtschlag
move_name_224,Vielender
move_name_225,Feuerodem
move_name_226,Staffette
move_name_227,Zugabe
move_name_228,Verfolgung
move_name_229,Turbodreher
move_name_230,Lockduft
move_name_231,Eisenschweif
move_name_232,Metallklaue
move_name_233,Überwurf
move_name_234,Morgengrauen
move_name_235,Synthese
move_name_236,Mondschein
move_name_237,Kraftreserve
move_name_238,Kreuzhieb
move_name_239,Windhose
move_name_240,Regentanz
move_name_241,Sonnentag
move_name_242,Knirscher
move_name_243,Spiegelcape
move_name_244,Psycho-Plus
move_name_245,Turbotempo
move_name_246,Antik-Kraft
move_name_247,Spukball
move_name_248,Seher
move_name_249,Zertrümmerer
move_name_250,Whirlpool
move_name_251,Prügler
move_name_252,Mogelhieb
move_name_253,Aufruhr
move_name_254,Horter
move_name_255,Entfessler
move_name_256,Verzehrer
move_name_257,Hitzewelle
move_name_258,Hagelsturm
move_name_259,Folterknecht
move_name_260,Schmeichler
move_name_261,Irrlicht
move_name_262,Memento-Mori
move_name_263,Fassade
move_name_264,Power-Punch
move_name_265,Riechsalz
move_name_267,Natur-Kraft
move_name_268,Ladevorgang
move_name_269,Verhöhner
move_name_271,Trickbetrug
move_name_272,Rollenspiel
move_name_273,Wunschtraum
move_name_274,Zuschuss
move_name_275,Verwurzler
move_name_276,Kraftkoloss
move_name_277,Magiemantel
move_name_278,Aufbereitung
move_name_279,Vergeltung
move_name_280,Durchbruch
move_name_281,Gähner
move_name_282,Abschlag
move_name_283,Notsituation
move_name_284,Eruption
move_name_285,Wertewechsel
move_name_287,Heilung
move_name_289,Übernahme
move_name_291,Taucher
move_name_292,Armstoß
move_name_294,Schweifglanz
move_name_295,Scheinwerfer
move_name_296,Nebelball
move_name_297,Daunenreigen
move_name_298,Taumeltanz
move_name_299,Feuerfeger
move_name_300,Lehmsuhler
move_name_301,Frostbeule
move_name_302,Nietenranke
move_name_303,Tagedieb
move_name_304,Schallwelle
move_name_305,Giftzahn
move_name_306,Zermalmklaue
move_name_307,Lohekanonade
move_name_308,Aquahaubitze
move_name_309,Sternenhieb
move_name_310,Erstauner
move_name_311,Meteorologe
move_name_312,Aromakur
move_name_313,Trugträne
move_name_314,Windschnitt
move_name_315,Hitzekoller
move_name_316,Schnüffler
move_name_317,Felsgrab
move_name_318,Silberhauch
move_name_319,Metallsound
move_name_320,Grasflöte
move_name_321,Spaßkanone
move_name_322,Kosmik-Kraft
move_name_323,Fontränen
move_name_324,Ampelleuchte
move_name_325,Finsterfaust
move_name_326,Sondersensor
move_name_327,Himmelhieb
move_name_328,Sandgrab
move_name_329,Eiseskälte
move_name_330,Lehmbrühe
move_name_331,Kugelsaat
move_name_332,Aero-Ass
move_name_333,Eisspeer
move_name_334,Eisenabwehr
move_name_335,Rückentzug
move_name_336,Jauler
move_name_337,Drachenklaue
move_name_338,Fauna-Statue
move_name_339,Protzer
move_name_340,Sprungfeder
move_name_341,Lehmschuss
move_name_342,Giftschweif
move_name_343,Bezirzer
move_name_344,Volttackle
move_name_345,Zauberblatt
move_name_346,Nassmacher
move_name_347,Gedankengut
move_name_348,Laubklinge
move_name_349,Drachentanz
move_name_350,Felswurf
move_name_351,Schockwelle
move_name_352,Aquawelle
move_name_353,Kismetwunsch
move_name_354,Psyschub
move_name_355,Ruheort
move_name_356,Erdanziehung
move_name_357,Wunderauge
move_name_358,Weckruf
move_name_359,Hammerarm
move_name_360,Gyroball
move_name_361,Heilopfer
move_name_362,Lake
move_name_363,Beerenkräfte
move_name_364,Offenlegung
move_name_365,Pflücker
move_name_366,Rückenwind
move_name_367,Akupressur
move_name_368,Metallstoß
move_name_369,Kehrtwende
move_name_370,Nahkampf
move_name_371,Gegenstoß
move_name_372,Gewissheit
move_name_373,Itemsperre
move_name_374,Schleuder
move_name_375,Psybann
move_name_376,Trumpfkarte
move_name_377,Heilblockade
move_name_378,Auswringen
move_name_379,Krafttrick
move_name_384,Krafttausch
move_name_385,Schutztausch
move_name_386,Strafattacke
move_name_387,Zuflucht
move_name_388,Sorgensamen
move_name_389,Tiefschlag
move_name_390,Giftspitzen
move_name_391,Statustausch
move_name_392,Wasserring
move_name_393,Magnetflug
move_name_394,Flammenblitz
move_name_395,Kraftwelle
move_name_396,Aurasphäre
move_name_397,Steinpolitur
move_name_398,Gifthieb
move_name_399,Finsteraura
move_name_400,Nachthieb
move_name_401,Nassschweif
move_name_402,Samenbomben
move_name_403,Luftschnitt
move_name_404,Kreuzschere
move_name_405,Käfergebrumm
move_name_406,Drachenpuls
move_name_407,Drachenstoß
move_name_408,Juwelenkraft
move_name_409,Ableithieb
move_name_410,Vakuumwelle
move_name_411,Fokusstoß
move_name_412,Energieball
move_name_413,Sturzflug
move_name_414,Erdkräfte
move_name_415,Wechseldich
move_name_416,Gigastoß
move_name_417,Ränkeschmied
move_name_418,Patronenhieb
move_name_419,Lawine
move_name_420,Eissplitter
move_name_421,Dunkelklaue
move_name_422,Donnerzahn
move_name_423,Eiszahn
move_name_424,Feuerzahn
move_name_425,Schattenstoß
move_name_426,Schlammbombe
move_name_427,Psychoklinge
move_name_428,Zen-Kopfstoß
move_name_429,Spiegelsalve
move_name_430,Lichtkanone
move_name_431,Kraxler
move_name_432,Auflockern
move_name_433,Bizarroraum
move_name_434,Draco Meteor
move_name_435,Ladungsstoß
move_name_436,Flammensturm
move_name_437,Blättersturm
move_name_438,Blattgeißel
move_name_439,Felswerfer
move_name_440,Giftstreich
move_name_441,Mülltreffer
move_name_442,Eisenschädel
move_name_443,Magnetbombe
move_name_444,Steinkante
move_name_445,Liebreiz
move_name_446,Tarnsteine
move_name_447,Strauchler
move_name_448,Geschwätz
