language_name,English
item_name_278,Sky Plate
item_name_279,Splash Plate
item_name_280,Spooky Plate
item_name_281,Stone Plate
item_name_282,Toxic Plate
item_name_283,Zap Plate

Mail:
item_name_300,Grass Mail
item_name_301,Bead Mail
item_name_302,Dream Mail
item_name_303,Fab Mail
item_name_304,Glitter Mail
item_name_305,Harbor Mail
item_name_306,Mech Mail
item_name_307,Orange Mail
item_name_308,Retro Mail
item_name_309,Shadow Mail
item_name_310,Tropic Mail
item_name_311,Wave Mail
item_name_312,Wood Mail
item_name_313,Air Mail
item_name_314,Bloom Mail
item_name_315,Brick Mail
item_name_316,Bubble Mail
item_name_317,Flame Mail
item_name_318,Heart Mail
item_name_319,Mosaic Mail
item_name_320,Snow Mail
item_name_321,Space Mail
item_name_322,Steel Mail
item_name_323,Tunnel Mail
item_name_324,Bridge Mail T
item_name_325,Bridge Mail D
item_name_326,Bridge Mail S
item_name_327,Bridge Mail V
item_name_328,Bridge Mail M
item_name_329,Favored Mail
item_name_330,Thanks Mail
item_name_331,Inquiry Mail
item_name_332,Greet Mail
item_name_333,RSVPMail
item_name_334,Like Mail
item_name_335,Reply Mail
item_name_336,Kolben Mail

Mega Stones:
item_name_507,Abomasite
item_name_508,Absolite
item_name_509,Aerodactylite
item_name_510,Aggronite
item_name_511,Alakazite
item_name_512,Ampharosite
item_name_513,Banettite
item_name_514,Blastoisinite
item_name_515,Blazikenite
item_name_516,Charizardite X
item_name_517,Charizardite Y
item_name_518,Garchompite
item_name_519,Gardevoirite
item_name_520,Gengarite
item_name_521,Gyaradosite
item_name_522,Heracronite
item_name_523,Houndoominite
item_name_524,Kangaskhanite
item_name_525,Lucarionite
item_name_526,Manectite
item_name_527,Mawilite
item_name_528,Medichamite
item_name_529,Mewtwonite X
item_name_530,Mewtwonite Y
item_name_531,Pinsirite
item_name_532,Scizorite
item_name_533,Tyranitarite
item_name_534,Venusaurite
item_name_535,Altarianite
item_name_536,Audinite
item_name_537,Beedrillite
item_name_538,Cameruptite
item_name_539,Diancite
item_name_540,Galladite
item_name_541,Glalitite
item_name_542,Latiasite
item_name_543,Latiosite
item_name_544,Lopunnite
item_name_545,Metagrossite
item_name_546,Pidgeotite
item_name_547,Sablenite
item_name_548,Salamencite
item_name_549,Sceptilite
item_name_550,Sharpedonite
item_name_551,Slowbronite
item_name_552,Steelixite
item_name_553,Swampertite

Gems:
item_name_630,Fire Gem
item_name_631,Water Gem
item_name_632,Electric Gem
item_name_633,Grass Gem
item_name_634,Ice Gem
item_name_635,Fighting Gem
item_name_636,Poison Gem
item_name_637,Ground Gem
item_name_638,Flying Gem
item_name_639,Psychic Gem
item_name_640,Bug Gem
item_name_641,Rock Gem
item_name_642,Ghost Gem
item_name_643,Dragon Gem
item_name_644,Dark Gem
item_name_645,Steel Gem
item_name_646,Normal Gem
item_name_647,Fairy Gem

Memories:
item_name_660,Bug Memory
item_name_661,Dark Memory
item_name_662,Dragon Memory
item_name_663,Electric Memory
item_name_664,Fairy Memory
item_name_665,Fighting Memory
item_name_666,Fire Memory
item_name_667,Flying Memory
item_name_668,Ghost Memory
item_name_669,Grass Memory
item_name_670,Ground Memory
item_name_671,Ice Memory
item_name_672,Poison Memory
item_name_673,Psychic Memory
item_name_674,Rock Memory
item_name_675,Steel Memory
item_name_676,Water Memory

[GameMode Items]
item_name_gm0,Tim's Pizza
item_name_gm1,Trade Stone
item_name_gm2,Red Amulet
item_name_gm3,Red Orb
item_name_gm4,Blue Orb
item_name_gm5,Green Orb
item_name_gm6,Virus Scanner
item_name_gm7,Keg of Beer
item_name_gm8,Town Map
item_name_gm9,PokéFlute
item_name_gm10,Mist Stone
item_name_gm11,Gold Egg
item_name_gm12,Silver Egg
item_name_gm13,Crystal Egg
item_name_gm14,Ruby Egg
item_name_gm15,Sapphire Egg
item_name_gm16,Emerald Egg
item_name_gm17,Prism Key
item_name_gm18,Magic Wand
item_name_gm73,Bluesky Mail
item_name_gm74,Eon Mail
item_name_gm75,Flower Mail
item_name_gm76,Liteblue Mail
item_name_gm77,Lovely Mail
item_name_gm78,Mirage Mail
item_name_gm79,Morph Mail
item_name_gm80,Music Mail
item_name_gm81,Portrait Mail
item_name_gm82,Surf Mail
item_name_gm84,King's Rock
item_name_gm85,Metal Coat
item_name_gm86,Protector
item_name_gm87,Electirizer
item_name_gm88,Magmarizer
item_name_gm89,Up-Grade
item_name_gm90,Dubious Disc
item_name_gm91,Razor Claw
item_name_gm92,Razor Fang
item_name_gm93,Dragon Scale
item_name_gm94,Boost Machine

[GameMode Item Plural Names]
item_pluralname_gm1,Trade Stones
item_pluralname_gm3,Red Orbs
item_pluralname_gm4,Blue Orbs
item_pluralname_gm5,Green Orbs
item_pluralname_gm7,Kegs of Beer
item_pluralname_gm18,Magic Wands
item_pluralname_gm73,Bluesky Mails
item_pluralname_gm74,Eon Mails
item_pluralname_gm75,Flower Mails
item_pluralname_gm76,Liteblue Mails
item_pluralname_gm77,Lovely Mails
item_pluralname_gm78,Mirage Mails
item_pluralname_gm79,Morph Mails
item_pluralname_gm80,Music Mails
item_pluralname_gm81,Portrait Mails
item_pluralname_gm82,Surf Mails
item_pluralname_gm84,King's Rocks
item_pluralname_gm85,Metal Coats
item_pluralname_gm86,Protectors
item_pluralname_gm87,Electirizers
item_pluralname_gm88,Magmarizers
item_pluralname_gm89,Up-Grades
item_pluralname_gm90,Dubious Discs
item_pluralname_gm91,Razor Claws
item_pluralname_gm92,Razor Fangs
item_pluralname_gm93,Dragon Scales
item_pluralname_gm94,Boost Machines
----
Item Descriptions:
[Official Items]
item_desc_1,The best Pokéball with the ultimate level of performance. With it, you will catch any wild Pokémon without fail.
item_desc_2,An ultra-high performance Pokéball that provides a higher success rate for catching Pokémon than a Great Ball.
item_desc_4,A good, high-performance Pokéball that provides a higher Pokémon catch rate than a standard Pokéball can.
item_desc_5,An item for catching Pokémon.
item_desc_6,A folding Bicycle that enables much faster movement than the Running Shoes.
item_desc_8,A peculiar stone that can make certain species of Pokémon evolve. It is as black as the night sky.
item_desc_9,A spray-type medicine for poisoning. It can be used once to lift the effects of being poisoned from a Pokémon.
item_desc_10,A spray-type medicine for treating burns. It can be used once to heal a Pokemon suffering from a burn.
item_desc_11,A spray-type medicine for freezing. It can be used once to defrost a Pokémon that has been frozen solid.
item_desc_12,A spray-type medicine used against sleep. It can be used once to rouse a Pokémon from the clutches of sleep.
item_desc_13,A spray-type medicine for paralysis. It can be used once to free a Pokémon that has been paralyzed.
item_desc_14,A medicine that can be used to fully restore the HP of a single Pokémon and heal any status conditions it has.
item_desc_15,A spray-type medicine for treating wounds. It will completely restore the max HP of a single Pokémon.
item_desc_16,A spray-type medicine for treating wounds. It can be used to restore 200 HP to an injured Pokémon.
item_desc_17,A spray-type medicine for treating wounds. It can be used to restore 50 HP to an injured Pokémon.
item_desc_18,A spray-type medicine for treating wounds. It can be used to restore 20 HP to an injured Pokémon.
item_desc_19,A long and durable rope. Use it to escape instantly from a cave or a dungeon.
item_desc_20,An item that prevents any low-level wild Pokémon from jumping out at you for 100 steps after its use.
item_desc_21,This medicine can fully restore the PP of all of the moves that have been learned by a Pokémon.
item_desc_22,A peculiar stone that can make certain species of Pokémon evolve. The stone has a fiery orange heart.
item_desc_23,A peculiar stone that can make certain species of Pokémon evolve. It has a distinct thunderbolt pattern.
item_desc_24,A peculiar stone that can make certain species of Pokémon evolve. It is the blue of a pool of clear water.
item_desc_26,A nutritious drink for Pokémon. When consumed, it raises the base HP of a single Pokémon.
item_desc_27,A nutritious drink for Pokémon. When consumed, it raises the base Attack stat of a single Pokémon.
item_desc_28,A nutritious drink for Pokémon. When consumed, it raises the base Defense stat of a single Pokémon.
item_desc_29,A nutritious drink for Pokémon. When consumed, it raises the base Speed stat of a single Pokémon.
item_desc_31,A nutritious drink for Pokémon. When consumed, it raises the base Sp. Atk stat of a single Pokémon.
item_desc_32,A candy that is packed with energy. When consumed, it will instantly raise the level of a single Pokémon by one.
item_desc_33,An item that boosts the accuracy of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_34,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable leaf pattern.
item_desc_36,A nugget of the purest gold that gives off a lustrous gleam in direct light. It can be sold at a high price to shops.
item_desc_37,A doll that attracts the attention of a Pokémon. It guarantees escape from any battle with wild Pokémon.
item_desc_38,A spray-type medicine that is broadly effective. It can be used once to heal all the status conditions of a Pokémon.
item_desc_39,A medicine that can revive fainted Pokémon. It also restores half of a fainted Pokémon's HP.
item_desc_40,A medicine that can revive fainted Pokémon. It also fully restores a fainted Pokémon's maximum HP.
item_desc_41,The ticket required for boarding the cruise ship S.S. Anne. It has a drawing of a ship on it.
item_desc_42,An item that prevents any low-level wild Pokémon from jumping out at you for 200 steps after its use.
item_desc_43,An item that prevents any low-level wild Pokémon from jumping out at you for 250 steps after its use.
item_desc_44,An item that raises the critical-hit ratio greatly. It can be used only once and wears off if the Pokémon is withdrawn.
item_desc_47,A highly carbonated soda drink. When consumed, it restores 60 HP to an injured Pokémon.
item_desc_48,A very sweet and refreshing drink. When consumed, it restores 80 HP to an injured Pokémon.
item_desc_49,An item that boosts the Attack stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_50,An item that boosts the Sp. Def stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_51,An item that boosts the Defense stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_52,An item that boosts the Speed stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_53,An item that boosts the Sp. Atk stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_54,A case for holding coins obtained at the Owsauri Casino.
item_desc_55,It checks for unseen items in the area and makes noise and lights when it finds something.
item_desc_58,An old and beat-up fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.
item_desc_59,A new, good-quality fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.
item_desc_61,An awesome, high-tech fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.
item_desc_62,A medicine that can slightly raise the maximum PP of a single move that has been learned by the target Pokémon.
item_desc_63,This medicine can restore 10 PP to a single selected move that has been learned by a Pokémon.
item_desc_64,This medicine can fully restore the PP of a single selected move that has been learned by a Pokémon.
item_desc_65,This medicine can restore 10 PP to each of the moves that have been learned by a Pokémon.
item_desc_68,An item that prevents stat reduction among the Trainer's party Pokémon for five turns after it is used in battle.
item_desc_75,A strange, gold-colored leaf.
item_desc_78,A new pair of shoes to make you run faster.
item_desc_86,A very small and rare mushroom. It's popular with a certain class of collectors and sought out by them.
item_desc_87,A very large and rare mushroom. It's popular with a certain class of collectors and sought out by them.
item_desc_109,A rare bone that is extremely valuable for the study of Pokémon archeology. It can be sold for a high price to shops.
item_desc_110,A rather small pearl that has a very nice silvery sheen to it. It can be sold cheaply to shops.
item_desc_111,A rather large pearl that has a very nice silvery sheen. It can be sold to shops for a high price.
item_desc_127,A card key that opens a door in the Silph Co. Warehouse.
item_desc_131,Lovely, red sand that flows between the fingers with a loose, silky feel. It can be sold at a high price to shops.
item_desc_132,A small shard of a beautiful gem that demonstrates a distinctly red sparkle. It can be sold at a high price to shops.
item_desc_135,A peculiar stone that makes certain species of Pokémon evolve. It shines with a dazzling light.
item_desc_136,A peculiar stone that makes certain species of Pokémon evolve. It is as dark as dark can be.
item_desc_181,A special Poké Ball that is used only in the Eagulou Park. It is decorated in a camouflage pattern.
item_desc_593,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable snowflake pattern.
item_desc_601,A fossil from a prehistoric Pokémon that once lived in the sea. It might be a piece of a seashell.
item_desc_602,A fossil from a prehistoric Pokémon that once lived in the sea. It could be a shell or carapace.
item_desc_606,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
item_desc_658,Turning on this special device will allow all the Pokémon on your team to receive Exp. Points from battles.

[GameMode Items]
item_desc_gm0,The pizza that Tim ordered. Better give it to him before it gets cold!
item_desc_gm1,A peculiar stone that can make certain species of Pokémon evolve that would normally need to be traded.
item_desc_gm2,It seems someone has lost this amulet. The owner probably wants it back.
item_desc_gm3,A shiny red orb. Someone might give you something in exchange for it.
item_desc_gm4,A shiny blue orb. Someone might give you something in exchange for it.
item_desc_gm5,A shiny green orb. Someone might give you something in exchange for it.
item_desc_gm6,Strange artifact used to ban MissingNo.
item_desc_gm7,An alcoholic beverage with a strong smell. When consumed by a Pokémon, it restores 30 HP.
item_desc_gm8,A very convenient map that can be viewed anytime. It even shows your present location.
item_desc_gm9,A flute that is said to instantly awaken any Pokémon. It has a lovely tone.
item_desc_gm10,A special stone that is said to break spells. It emits a blue glow.
item_desc_gm11,One of seven hidden treasures!
item_desc_gm12,One of seven hidden treasures!
item_desc_gm13,One of seven hidden treasures!
item_desc_gm14,One of seven hidden treasures!
item_desc_gm15,One of seven hidden treasures!
item_desc_gm16,One of seven hidden treasures!
item_desc_gm17,One of seven hidden treasures!
item_desc_gm18,A special wand that can make certain species of Pokémon evolve.
item_desc_gm73,Sky-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm74,Eevee-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm75,Flower-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm76,Dratini-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm77,Heart-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm78,Mew-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm79,Ditto-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm80,Natu-print Mail. Write a message on it and let a Pokémon hold it.
item_desc_gm81,Mail featuring the holder's likeness. Write a message on it and let a Pokémon hold it.
item_desc_gm82,Lapras-print Mail. Write a message on it and let a Pokémon hold it.

item_desc_gm84,A crown shaped rock that can make certain species of Pokémon evolve.
item_desc_gm85,It is a special metallic film that can make certain species of Pokémon evolve.
item_desc_gm86,A protective item of some sort that can evolve a certain species of Pokémon. It is extremely stiff and heavy.
item_desc_gm87,A box packed with a tremendous amount of electric energy that can evolve a certain species of Pokémon.
item_desc_gm88,A box packed with a tremendous amount of magma energy that can evolve a certain species of Pokémon.
item_desc_gm89,A transparent device somehow filled with all sorts of data that can evolve a certain Pokémon. It was produced by Silph Co.
item_desc_gm90,A transparent device overflowing with dubious data that can evolve a certain Pokémon. Its producer is unknown.
item_desc_gm91,A sharply hooked claw that can evolve a certain species of Pokémon.
item_desc_gm92,A sharp fang that can evolve a certain species of Pokémon.
item_desc_gm93,A very tough and inflexible scale. It can make a certain species of Pokémon evolve.
item_desc_gm94,An item to be held by a Pokémon. It makes the holder earn extra Exp. Points in battle as if it was traded.
----
Item Use Text:
item_cannot_use,<Player.Name>: Hmm... I don't think~I can use this now.
item_6_cannot_walk,<Player.Name>: I can't dismount~here!
item_6_missingskin,You can't use this item~without a bicycle skin.*Its name should be the~same as your current one,~but with "_bike" at the end.
item_6_only_custom_gamemodes,This item can't be used~on this GameMode.

[Official Items]
item_use_6,<Player.Name> stepped~off the Bicycle.
item_use_54,Your Coins:~
item_use_658_disable,The Exp. All was turned off.
item_use_658_enable,The Exp. All was turned on.

[GameMode Items]
Item_Use_TownMap,<Player.Name> checked the~Town Map.
Item_Use_PokeFlute,<Player.Name> played the~PokéFlute.
Item_Use_HiddenTreasures,<Player.Name>: What could this~item be?*It looks important.~I should find an expert!
-------------------
Move Names:
move_name_1,Pound
move_name_2,Karate Chop
move_name_3,Double Slap
move_name_4,Comet Punch
move_name_5,Mega Punch
move_name_6,Pay Day
move_name_7,Fire Punch
move_name_8,Ice Punch
move_name_9,Thunder Punch
move_name_10,Scratch
